CustomerID,last_purchase,frequency,monetary,recency,r_score,f_score,m_score,RFM_SCORE,Segment,Cluster
13207.0,2011-11-24 14:52:00,4,535.86,14,1,2,2,122,Others,1
13208.0,2011-10-12 09:54:00,9,1988.5,58,2,3,3,233,Others,1
13209.0,2011-11-09 13:54:00,13,8509.51,29,2,3,4,234,Big Spenders,1
13210.0,2011-09-07 08:18:00,1,353.48,93,2,1,2,212,Others,1
13211.0,2011-11-29 14:43:00,10,2729.32,9,1,3,4,134,Big Spenders,1
13212.0,2011-11-20 12:40:00,3,788.08,19,1,1,2,112,Others,1
13213.0,2011-10-14 11:42:00,11,3851.52,56,2,3,4,234,Big Spenders,1
13214.0,2010-10-18 10:00:00,7,3264.23,417,4,2,4,424,Recent Customers,0
13215.0,2010-11-02 18:26:00,1,81.6,401,4,1,1,411,Recent Customers,0
13216.0,2011-03-17 12:18:00,1,333.74,267,3,1,1,311,Others,0
13217.0,2011-08-09 15:32:00,4,666.48,121,3,2,2,322,Others,1
13218.0,2011-08-04 16:59:00,1,62.63999999999999,126,3,1,1,311,Others,1
13219.0,2010-03-31 14:18:00,1,76.23,617,4,1,1,411,Recent Customers,0
13220.0,2011-09-22 13:38:00,5,1336.0900000000001,77,2,2,3,223,Others,1
13221.0,2011-04-13 16:58:00,2,847.41,239,3,1,2,312,Others,1
13222.0,2010-05-11 13:54:00,1,88.5,576,4,1,1,411,Recent Customers,0
13223.0,2011-05-23 13:03:00,6,969.1200000000001,199,3,2,3,323,Others,1
13224.0,2011-10-10 14:55:00,2,2155.95,59,2,1,3,213,Others,1
13225.0,2011-12-06 13:29:00,16,16260.07,2,1,3,4,134,Big Spenders,1
13226.0,2011-03-11 14:35:00,2,312.46,272,3,1,1,311,Others,0
13227.0,2011-05-22 11:47:00,1,257.7,201,3,1,1,311,Others,1
13228.0,2011-09-19 14:28:00,1,358.0,80,2,1,2,212,Others,1
13229.0,2011-04-28 12:07:00,1,160.95,225,3,1,1,311,Others,1
13230.0,2011-12-05 16:03:00,30,6360.78,3,1,3,4,134,Big Spenders,1
13232.0,2011-11-27 10:39:00,7,1357.6,12,1,2,3,123,Others,1
13233.0,2011-09-26 13:25:00,4,1176.46,73,2,2,3,223,Others,1
13234.0,2010-02-05 11:41:00,2,356.95,672,4,1,2,412,Recent Customers,0
13235.0,2011-05-11 17:13:00,1,1031.07,211,3,1,3,313,Others,1
13236.0,2011-11-15 12:50:00,2,744.85,24,1,1,2,112,Others,1
13237.0,2010-11-17 10:07:00,1,643.0,387,4,1,2,412,Recent Customers,0
13238.0,2011-11-22 15:37:00,6,1006.63,16,1,2,3,123,Others,1
13239.0,2011-03-23 10:25:00,5,1594.69,261,3,2,3,323,Others,1
13240.0,2011-09-04 14:08:00,8,1738.52,95,2,3,3,233,Others,1
13241.0,2010-10-24 11:17:00,1,115.58,411,4,1,1,411,Recent Customers,0
13242.0,2011-08-19 12:53:00,7,699.4,111,3,2,2,322,Others,1
13243.0,2011-05-20 13:14:00,5,1278.04,202,3,2,3,323,Others,1
13244.0,2011-09-08 11:46:00,1,121.74,92,2,1,1,211,Others,1
13245.0,2011-10-20 11:40:00,2,989.22,50,2,1,3,213,Others,1
13246.0,2011-11-21 16:50:00,11,3387.43,17,1,3,4,134,Big Spenders,1
13247.0,2011-11-22 10:59:00,4,501.12,17,1,2,2,122,Others,1
13248.0,2011-08-07 12:40:00,2,465.68,124,3,1,2,312,Others,1
13249.0,2011-09-08 13:26:00,9,1608.93,91,2,3,3,233,Others,1
13250.0,2010-09-05 11:33:00,2,256.04,460,4,1,1,411,Recent Customers,0
13251.0,2010-11-02 13:20:00,1,252.68,401,4,1,1,411,Recent Customers,0
13252.0,2010-11-10 16:00:00,2,399.3,393,4,1,2,412,Recent Customers,0
13253.0,2011-07-06 10:09:00,4,2951.11,156,3,2,4,324,Big Spenders,1
13254.0,2010-11-28 15:42:00,1,51.410000000000004,375,3,1,1,311,Others,0
13255.0,2011-11-30 13:14:00,3,904.46,8,1,1,3,113,Others,1
13257.0,2010-09-29 14:58:00,1,149.75,435,4,1,1,411,Recent Customers,0
13258.0,2011-11-28 09:31:00,5,1035.18,11,1,2,3,123,Others,1
13259.0,2011-10-09 10:48:00,9,1433.38,61,2,3,3,233,Others,1
13260.0,2011-10-09 13:21:00,1,557.62,60,2,1,2,212,Others,1
13261.0,2011-03-16 12:22:00,2,944.1,268,3,1,3,313,Others,0
13262.0,2011-03-21 15:06:00,3,573.45,262,3,1,2,312,Others,0
13263.0,2011-12-08 13:59:00,39,8704.69,0,1,3,4,134,Big Spenders,1
13264.0,2010-09-23 12:42:00,1,722.5600000000001,442,4,1,2,412,Recent Customers,0
13265.0,2011-10-17 15:02:00,5,2107.66,52,2,2,3,223,Others,1
13266.0,2011-11-28 14:39:00,19,6135.04,10,1,3,4,134,Big Spenders,1
13267.0,2011-12-07 11:12:00,36,9758.26,2,1,3,4,134,Big Spenders,1
13268.0,2011-11-22 11:51:00,11,3214.69,17,1,3,4,134,Big Spenders,1
13269.0,2011-12-08 14:53:00,28,8891.7,0,1,3,4,134,Big Spenders,1
13270.0,2010-12-08 14:53:00,1,1180.0,365,3,1,3,313,Others,0
13271.0,2011-11-02 14:31:00,1,217.38,36,2,1,1,211,Others,1
13272.0,2011-11-08 14:00:00,2,276.56,30,2,1,1,211,Others,1
13273.0,2011-08-18 14:02:00,1,138.98,112,3,1,1,311,Others,1
13274.0,2010-10-26 13:48:00,1,360.85,408,4,1,2,412,Recent Customers,0
13275.0,2010-11-21 12:09:00,2,241.66,383,4,1,1,411,Recent Customers,0
13276.0,2011-10-07 12:44:00,5,1939.26,63,2,2,3,223,Others,1
13277.0,2011-11-24 09:21:00,7,523.3,15,1,2,2,122,Others,1
13278.0,2011-10-30 11:49:00,4,1435.85,40,2,2,3,223,Others,1
13279.0,2011-09-22 17:24:00,1,137.75,77,2,1,1,211,Others,1
13280.0,2011-08-09 13:14:00,7,2322.63,121,3,2,4,324,Big Spenders,1
13281.0,2010-09-26 16:03:00,1,350.85,438,4,1,2,412,Recent Customers,0
13282.0,2011-11-21 15:33:00,4,1313.19,17,1,2,3,123,Others,1
13283.0,2011-10-11 09:50:00,4,373.36,59,2,2,2,222,Others,1
13284.0,2011-01-13 09:23:00,1,201.19,330,3,1,1,311,Others,0
13285.0,2011-11-16 13:19:00,6,3364.59,22,1,2,4,124,Big Spenders,1
13286.0,2010-04-18 15:35:00,1,734.91,599,4,1,2,412,Recent Customers,0
13287.0,2010-04-15 15:26:00,3,781.59,602,4,1,2,412,Recent Customers,0
13288.0,2010-09-22 16:32:00,5,927.61,442,4,2,3,423,Recent Customers,0
13289.0,2009-12-16 11:53:00,1,307.95,723,4,1,1,411,Recent Customers,0
13290.0,2010-09-27 16:29:00,1,208.63,437,4,1,1,411,Recent Customers,0
13291.0,2011-07-07 10:36:00,11,3320.84,155,3,3,4,334,Big Spenders,1
13292.0,2011-11-01 10:04:00,5,994.51,38,2,2,3,223,Others,1
13293.0,2010-11-12 13:28:00,6,1192.94,391,4,2,3,423,Recent Customers,0
13294.0,2011-06-03 08:54:00,3,1689.53,189,3,1,3,313,Others,1
13295.0,2010-12-15 11:21:00,4,1101.97,359,3,2,3,323,Others,0
13296.0,2011-07-25 13:46:00,6,792.51,136,3,2,2,322,Others,1
13297.0,2011-12-02 09:32:00,7,4368.62,7,1,2,4,124,Big Spenders,1
13298.0,2011-12-08 13:11:00,1,360.0,0,1,1,2,112,Others,1
13299.0,2011-03-16 12:55:00,3,1218.7,267,3,1,3,313,Others,0
13300.0,2011-06-23 13:09:00,3,1285.51,168,3,1,3,313,Others,1
13301.0,2011-08-28 11:25:00,4,618.09,103,3,2,2,322,Others,1
13302.0,2011-07-07 17:56:00,2,159.2,154,3,1,1,311,Others,1
13303.0,2010-11-04 14:55:00,1,61.72,399,4,1,1,411,Recent Customers,0
13304.0,2010-12-23 14:35:00,4,1217.99,350,3,2,3,323,Others,0
13305.0,2011-12-05 15:15:00,16,3754.71,3,1,3,4,134,Big Spenders,1
13306.0,2010-10-05 14:55:00,1,53.65,429,4,1,1,411,Recent Customers,0
13307.0,2011-08-11 17:14:00,3,273.34,119,3,1,1,311,Others,1
13308.0,2011-11-17 09:31:00,4,1670.3700000000001,22,1,2,3,123,Others,1
13309.0,2011-12-02 16:34:00,6,1706.37,6,1,2,3,123,Others,1
13310.0,2011-11-11 17:23:00,5,1541.2,27,2,2,3,223,Others,1
13311.0,2011-12-05 12:55:00,2,598.57,3,1,1,2,112,Others,1
13312.0,2010-09-14 14:36:00,1,124.75,450,4,1,1,411,Recent Customers,0
13313.0,2011-11-17 16:48:00,12,3445.32,21,1,3,4,134,Big Spenders,1
13314.0,2011-12-08 12:29:00,3,775.94,1,1,1,2,112,Others,1
13315.0,2010-01-19 15:34:00,1,310.26,688,4,1,1,411,Recent Customers,0
13316.0,2011-11-02 13:40:00,10,13191.57,36,2,3,4,234,Big Spenders,1
13317.0,2011-10-04 13:35:00,19,6486.091,65,2,3,4,234,Big Spenders,1
13318.0,2011-12-08 18:51:00,3,640.76,0,1,1,2,112,Others,1
13319.0,2011-12-04 13:34:00,58,22082.5,4,1,3,4,134,Big Spenders,1
13320.0,2011-09-22 18:07:00,6,2228.1,77,2,2,3,223,Others,1
13321.0,2011-09-28 15:24:00,2,567.36,71,2,1,2,212,Others,1
13322.0,2011-11-22 14:21:00,1,199.48000000000002,16,1,1,1,111,Others,1
13323.0,2011-12-06 17:12:00,5,787.85,2,1,2,2,122,Others,1
13324.0,2011-11-03 16:28:00,18,10513.47,35,2,3,4,234,Big Spenders,1
13325.0,2011-09-19 10:36:00,1,675.3,81,2,1,2,212,Others,1
13326.0,2010-10-03 16:00:00,1,281.76,431,4,1,1,411,Recent Customers,0
13327.0,2011-11-01 10:21:00,20,9879.48,38,2,3,4,234,Big Spenders,1
13328.0,2011-01-27 15:22:00,1,1308.48,315,3,1,3,313,Others,0
13329.0,2011-11-08 10:29:00,8,5112.97,31,2,3,4,234,Big Spenders,1
13330.0,2011-09-08 12:27:00,6,2806.18,92,2,2,4,224,Big Spenders,1
13331.0,2010-11-03 08:04:00,1,262.4,401,4,1,1,411,Recent Customers,0
13332.0,2011-11-25 13:30:00,1,350.9,13,1,1,2,112,Others,1
13333.0,2010-10-24 13:24:00,3,1015.74,410,4,1,3,413,Recent Customers,0
13334.0,2011-09-18 15:21:00,5,6263.75,81,2,2,4,224,Big Spenders,1
13336.0,2011-09-23 14:05:00,1,795.12,76,2,1,2,212,Others,1
13337.0,2010-06-11 13:27:00,1,1575.26,545,4,1,3,413,Recent Customers,0
13338.0,2011-07-05 09:06:00,4,2445.62,157,3,2,4,324,Big Spenders,1
13339.0,2011-05-23 08:31:00,1,860.12,200,3,1,2,312,Others,1
13340.0,2011-10-25 13:15:00,12,22100.56,44,2,3,4,234,Big Spenders,1
13341.0,2011-03-24 09:50:00,1,775.85,260,3,1,2,312,Others,0
13343.0,2011-06-15 12:24:00,1,353.43,177,3,1,2,312,Others,1
13344.0,2011-10-03 09:45:00,3,2543.72,67,2,1,4,214,Big Spenders,1
13345.0,2011-02-25 09:01:00,1,389.5,287,3,1,2,312,Others,0
13346.0,2010-09-03 11:41:00,6,299.4,462,4,2,1,421,Recent Customers,0
13347.0,2011-09-30 13:28:00,1,341.36,69,2,1,1,211,Others,1
13348.0,2011-10-06 17:28:00,1,233.76,63,2,1,1,211,Others,1
13349.0,2011-11-29 08:07:00,1,247.32,10,1,1,1,111,Others,1
13350.0,2011-11-23 16:33:00,2,979.12,15,1,1,3,113,Others,1
13351.0,2011-10-04 12:55:00,1,373.94,65,2,1,2,212,Others,1
13352.0,2011-10-10 13:55:00,1,397.97999999999996,59,2,1,2,212,Others,1
13354.0,2011-09-29 13:17:00,1,743.53,70,2,1,2,212,Others,1
13355.0,2011-08-09 14:48:00,1,674.7,121,3,1,2,312,Others,1
13356.0,2011-09-20 14:33:00,1,768.24,79,2,1,2,212,Others,1
13357.0,2011-03-27 13:56:00,5,3838.36,256,3,2,4,324,Big Spenders,1
13358.0,2011-03-16 11:52:00,1,439.03000000000003,268,3,1,2,312,Others,0
13359.0,2011-10-07 09:30:00,2,1043.31,63,2,1,3,213,Others,1
13360.0,2010-10-04 12:37:00,4,1553.65,431,4,2,3,423,Recent Customers,0
13361.0,2010-08-24 14:56:00,2,1450.5,471,4,1,3,413,Recent Customers,0
13362.0,2011-11-30 14:41:00,7,5394.07,8,1,2,4,124,Big Spenders,1
13363.0,2011-11-22 12:40:00,3,1723.86,17,1,1,3,113,Others,1
13364.0,2011-09-29 18:13:00,1,134.96,70,2,1,1,211,Others,1
13365.0,2011-11-06 12:36:00,2,2225.37,33,2,1,3,213,Others,1
13366.0,2011-10-20 13:37:00,1,56.160000000000004,49,2,1,1,211,Others,1
13367.0,2010-10-04 10:00:00,1,510.2,431,4,1,2,412,Recent Customers,0
13368.0,2011-03-28 09:59:00,4,1121.5,256,3,2,3,323,Others,1
13369.0,2010-12-09 11:30:00,1,616.5600000000001,365,3,1,2,312,Others,0
13370.0,2010-12-03 10:26:00,1,1509.74,371,3,1,3,313,Others,0
13371.0,2010-07-22 17:33:00,2,2297.66,504,4,1,3,413,Recent Customers,0
13372.0,2011-09-11 12:46:00,1,378.64,89,2,1,2,212,Others,1
13373.0,2011-10-10 10:51:00,6,7587.1900000000005,60,2,2,4,224,Big Spenders,1
13374.0,2010-10-21 10:04:00,2,422.8,414,4,1,2,412,Recent Customers,0
13375.0,2011-09-12 10:19:00,2,1792.23,88,2,1,3,213,Others,1
13376.0,2011-09-01 16:16:00,3,1019.76,98,3,1,3,313,Others,1
13377.0,2010-11-08 12:20:00,2,1552.88,396,4,1,3,413,Recent Customers,0
13379.0,2011-11-13 13:45:00,3,572.56,25,1,1,2,112,Others,1
13380.0,2010-10-03 10:18:00,1,62.4,432,4,1,1,411,Recent Customers,0
13381.0,2011-11-08 11:58:00,12,8224.37,31,2,3,4,234,Big Spenders,1
13382.0,2011-03-04 10:03:00,5,1387.58,280,3,2,3,323,Others,0
13383.0,2010-06-14 11:45:00,1,305.28000000000003,543,4,1,1,411,Recent Customers,0
13384.0,2011-11-09 11:04:00,11,6680.83,30,2,3,4,234,Big Spenders,1
13385.0,2011-01-14 09:52:00,1,534.57,329,3,1,2,312,Others,0
13386.0,2010-10-21 12:52:00,2,835.46,413,4,1,2,412,Recent Customers,0
13387.0,2010-10-18 14:07:00,1,189.44,416,4,1,1,411,Recent Customers,0
13388.0,2011-07-31 12:52:00,3,1185.65,130,3,1,3,313,Others,1
13389.0,2011-11-28 14:01:00,3,797.96,10,1,1,2,112,Others,1
13390.0,2011-09-26 08:38:00,1,544.08,74,2,1,2,212,Others,1
13391.0,2011-05-20 10:50:00,1,59.8,203,3,1,1,311,Others,1
13392.0,2010-01-31 13:34:00,1,91.14,676,4,1,1,411,Recent Customers,0
13393.0,2010-05-05 09:34:00,4,1131.45,583,4,2,3,423,Recent Customers,0
13394.0,2011-12-08 11:36:00,19,6621.7,1,1,3,4,134,Big Spenders,1
13395.0,2011-06-07 15:04:00,3,1180.23,184,3,1,3,313,Others,1
13396.0,2011-11-10 16:59:00,2,1360.99,28,2,1,3,213,Others,1
13397.0,2011-09-28 10:56:00,10,3191.87,72,2,3,4,234,Big Spenders,1
13398.0,2011-05-31 13:17:00,2,670.34,191,3,1,2,312,Others,1
13399.0,2010-09-01 13:59:00,3,275.4,463,4,1,1,411,Recent Customers,0
13400.0,2010-05-06 09:00:00,1,310.83,582,4,1,1,411,Recent Customers,0
13402.0,2011-08-04 15:51:00,4,1535.13,126,3,2,3,323,Others,1
13403.0,2011-11-22 08:28:00,3,229.5,17,1,1,1,111,Others,1
13404.0,2011-12-08 15:37:00,2,252.48999999999998,0,1,1,1,111,Others,1
13405.0,2011-09-26 17:01:00,6,1213.811,73,2,2,3,223,Others,1
13406.0,2010-10-08 14:44:00,2,568.92,426,4,1,2,412,Recent Customers,0
13407.0,2010-05-10 12:41:00,3,2244.7,578,4,1,3,413,Recent Customers,0
13408.0,2011-12-08 09:05:00,106,51733.462,1,1,3,4,134,Big Spenders,2
13410.0,2011-11-15 15:33:00,9,2201.96,23,1,3,3,133,Others,1
13411.0,2011-08-24 13:57:00,1,213.55,106,3,1,1,311,Others,1
13412.0,2010-03-29 16:28:00,1,487.34999999999997,619,4,1,2,412,Recent Customers,0
13413.0,2010-03-10 12:17:00,6,429.44,639,4,2,2,422,Recent Customers,0
13414.0,2011-07-29 11:45:00,6,2494.14,133,3,2,4,324,Big Spenders,1
13415.0,2010-08-24 11:38:00,4,800.67,472,4,2,2,422,Recent Customers,0
13416.0,2011-10-27 08:56:00,3,940.8000000000001,43,2,1,3,213,Others,1
13417.0,2011-12-05 08:49:00,6,1669.49,4,1,2,3,123,Others,1
13418.0,2011-11-28 10:23:00,31,12233.6,11,1,3,4,134,Big Spenders,1
13419.0,2011-10-07 12:49:00,1,221.06,63,2,1,1,211,Others,1
13420.0,2011-07-13 08:48:00,2,159.85,149,3,1,1,311,Others,1
13421.0,2011-10-30 14:21:00,8,4103.12,39,2,3,4,234,Big Spenders,1
13422.0,2011-10-06 13:42:00,1,2626.3,63,2,1,4,214,Big Spenders,1
13423.0,2010-10-07 09:02:00,1,217.03,428,4,1,1,411,Recent Customers,0
13424.0,2010-09-16 10:49:00,1,572.77,449,4,1,2,412,Recent Customers,0
13425.0,2011-08-23 17:13:00,5,3403.63,107,3,2,4,324,Big Spenders,1
13426.0,2011-12-09 08:59:00,22,8167.38,0,1,3,4,134,Big Spenders,1
13427.0,2011-11-20 13:02:00,6,1006.53,18,1,2,3,123,Others,1
13428.0,2011-11-29 14:20:00,3,499.98,9,1,1,2,112,Others,1
13429.0,2011-11-29 09:10:00,4,1006.8,10,1,2,3,123,Others,1
13430.0,2011-11-21 08:19:00,2,679.45,18,1,1,2,112,Others,1
13431.0,2011-10-03 13:49:00,8,3316.2400000000002,66,2,3,4,234,Big Spenders,1
13432.0,2010-05-17 13:18:00,2,439.1,570,4,1,2,412,Recent Customers,0
13433.0,2010-07-26 16:55:00,4,658.3199999999999,500,4,2,2,422,Recent Customers,0
13434.0,2011-09-26 14:30:00,5,1666.8600000000001,73,2,2,3,223,Others,1
13435.0,2011-12-04 14:45:00,9,4475.2300000000005,4,1,3,4,134,Big Spenders,1
13436.0,2011-12-08 10:33:00,1,196.89,1,1,1,1,111,Others,1
13437.0,2011-11-25 14:00:00,7,3408.06,13,1,2,4,124,Big Spenders,1
13438.0,2010-06-10 18:46:00,1,46.5,546,4,1,1,411,Recent Customers,0
13439.0,2011-03-29 14:20:00,3,986.61,254,3,1,3,313,Others,1
13440.0,2010-10-12 13:11:00,7,1295.25,422,4,2,3,423,Recent Customers,0
13441.0,2011-09-09 09:38:00,2,720.9,91,2,1,2,212,Others,1
13442.0,2010-02-10 14:03:00,3,419.87,666,4,1,2,412,Recent Customers,0
13443.0,2010-09-17 12:31:00,6,1280.16,448,4,2,3,423,Recent Customers,0
13444.0,2010-11-30 13:02:00,2,631.6800000000001,373,3,1,2,312,Others,0
13445.0,2010-03-23 15:34:00,1,241.9,625,4,1,1,411,Recent Customers,0
13446.0,2010-10-05 18:51:00,11,3881.89,429,4,3,4,434,Recent Customers,0
13447.0,2011-11-16 13:38:00,3,1129.14,22,1,1,3,113,Others,1
13448.0,2011-11-23 12:33:00,13,9240.87,16,1,3,4,134,Big Spenders,1
13449.0,2011-11-16 08:28:00,1,291.88,23,1,1,1,111,Others,1
13450.0,2011-11-13 11:54:00,13,4120.04,26,2,3,4,234,Big Spenders,1
13451.0,2011-11-13 15:58:00,11,7190.92,25,1,3,4,134,Big Spenders,1
13452.0,2011-03-25 14:19:00,3,729.8,258,3,1,2,312,Others,0
13453.0,2011-06-27 09:34:00,3,781.6899999999999,165,3,1,2,312,Others,1
13454.0,2010-03-08 14:40:00,1,219.87,640,4,1,1,411,Recent Customers,0
13455.0,2011-11-15 11:21:00,6,2905.93,24,1,2,4,124,Big Spenders,1
13456.0,2011-11-22 09:18:00,6,1766.72,17,1,2,3,123,Others,1
13457.0,2010-01-20 08:48:00,2,148.22,688,4,1,1,411,Recent Customers,0
13458.0,2011-12-02 15:29:00,16,11959.27,6,1,3,4,134,Big Spenders,1
13459.0,2010-03-25 10:24:00,2,1160.4099999999999,624,4,1,3,413,Recent Customers,0
13460.0,2011-11-10 17:17:00,2,183.44,28,2,1,1,211,Others,1
13461.0,2011-11-01 09:01:00,6,4160.0,38,2,2,4,224,Big Spenders,1
13462.0,2011-04-01 11:20:00,5,1153.85,252,3,2,3,323,Others,1
13464.0,2011-10-12 15:01:00,6,3097.64,57,2,2,4,224,Big Spenders,1
13465.0,2010-09-19 15:13:00,2,931.12,445,4,1,3,413,Recent Customers,0
13466.0,2011-06-08 16:39:00,5,1013.35,183,3,2,3,323,Others,1
13467.0,2011-11-29 10:01:00,2,1083.71,10,1,1,3,113,Others,1
13468.0,2011-12-08 10:39:00,72,13390.51,1,1,3,4,134,Big Spenders,1
13469.0,2010-02-24 15:03:00,1,82.4,652,4,1,1,411,Recent Customers,0
13470.0,2011-09-01 14:57:00,2,165.0,98,3,1,1,311,Others,1
13471.0,2011-12-08 15:44:00,4,2531.58,0,1,2,4,124,Big Spenders,1
13472.0,2010-09-02 09:41:00,2,592.24,463,4,1,2,412,Recent Customers,0
13473.0,2011-10-10 11:20:00,8,2657.76,60,2,3,4,234,Big Spenders,1
13474.0,2011-04-17 13:53:00,3,663.79,235,3,1,2,312,Others,1
13475.0,2011-06-01 13:52:00,4,1431.78,190,3,2,3,323,Others,1
13476.0,2011-06-14 12:00:00,5,2061.4700000000003,178,3,2,3,323,Others,1
13477.0,2011-11-02 12:04:00,11,2834.17,37,2,3,4,234,Big Spenders,1
13478.0,2010-08-27 13:23:00,5,2215.78,468,4,2,3,423,Recent Customers,0
13479.0,2011-05-23 10:45:00,4,851.37,200,3,2,2,322,Others,1
13480.0,2010-10-19 11:53:00,2,627.82,416,4,1,2,412,Recent Customers,0
13481.0,2011-10-25 09:07:00,11,3830.84,45,2,3,4,234,Big Spenders,1
13482.0,2011-04-21 17:03:00,2,336.09,231,3,1,1,311,Others,1
13483.0,2011-10-05 11:53:00,1,140.34,65,2,1,1,211,Others,1
13484.0,2011-04-12 16:30:00,3,790.72,240,3,1,2,312,Others,1
13485.0,2011-04-20 13:58:00,11,3019.2200000000003,232,3,3,4,334,Big Spenders,1
13486.0,2011-09-22 13:13:00,3,1122.41,77,2,1,3,213,Others,1
13487.0,2011-10-13 12:07:00,5,846.87,57,2,2,2,222,Others,1
13488.0,2011-11-22 14:41:00,23,15587.88,16,1,3,4,134,Big Spenders,1
13489.0,2011-08-26 13:16:00,4,449.52,104,3,2,2,322,Others,1
13490.0,2010-02-23 14:48:00,1,154.25,653,4,1,1,411,Recent Customers,0
13491.0,2011-10-19 08:32:00,27,4566.56,51,2,3,4,234,Big Spenders,1
13492.0,2011-07-26 14:25:00,3,1269.84,135,3,1,3,313,Others,1
13493.0,2011-03-09 15:35:00,2,618.63,274,3,1,2,312,Others,0
13494.0,2011-02-01 11:58:00,1,316.26000000000005,311,3,1,1,311,Others,0
13495.0,2011-12-02 11:21:00,10,5374.26,7,1,3,4,134,Big Spenders,1
13496.0,2011-11-29 10:58:00,2,653.33,10,1,1,2,112,Others,1
13497.0,2011-03-02 09:04:00,6,1320.33,282,3,2,3,323,Others,0
13498.0,2009-12-09 15:26:00,1,327.38,729,4,1,1,411,Recent Customers,0
13499.0,2011-11-22 11:21:00,5,1159.11,17,1,2,3,123,Others,1
13500.0,2011-11-16 15:35:00,4,1466.3,22,1,2,3,123,Others,1
13501.0,2011-02-24 18:59:00,3,2885.11,287,3,1,4,314,Big Spenders,0
13502.0,2011-11-23 10:39:00,5,780.5,16,1,2,2,122,Others,1
13503.0,2011-09-29 13:23:00,6,1905.39,70,2,2,3,223,Others,1
13504.0,2011-10-06 13:20:00,1,295.93,63,2,1,1,211,Others,1
13505.0,2011-09-28 11:56:00,4,4393.63,72,2,2,4,224,Big Spenders,1
13506.0,2011-01-27 13:53:00,5,1639.2,315,3,2,3,323,Others,0
13507.0,2011-12-06 13:13:00,4,2479.16,2,1,2,4,124,Big Spenders,1
13508.0,2011-04-10 11:58:00,2,287.05,243,3,1,1,311,Others,1
13509.0,2011-12-01 10:10:00,8,1114.72,8,1,3,3,133,Others,1
13510.0,2011-12-08 13:46:00,11,4558.29,0,1,3,4,134,Big Spenders,1
13511.0,2010-02-01 12:10:00,1,282.76,676,4,1,1,411,Recent Customers,0
13512.0,2011-03-24 10:03:00,4,713.39,260,3,2,2,322,Others,1
13513.0,2011-08-05 11:50:00,3,824.59,126,3,1,2,312,Others,1
13514.0,2011-09-27 09:39:00,4,815.9,73,2,2,2,222,Others,1
13515.0,2011-09-28 11:26:00,6,1265.82,72,2,2,3,223,Others,1
13516.0,2011-11-18 13:15:00,4,1685.26,20,1,2,3,123,Others,1
13517.0,2011-10-11 11:43:00,3,2128.42,59,2,1,3,213,Others,1
13518.0,2011-09-15 10:29:00,1,659.4399999999999,85,2,1,2,212,Others,1
13519.0,2011-09-22 18:24:00,2,343.21000000000004,77,2,1,1,211,Others,1
13520.0,2011-10-12 10:20:00,11,6909.4,58,2,3,4,234,Big Spenders,1
13521.0,2011-12-08 13:50:00,3,1093.65,0,1,1,3,113,Others,1
13522.0,2011-11-09 15:11:00,1,125.80000000000001,29,2,1,1,211,Others,1
13523.0,2011-11-06 15:11:00,6,5101.52,32,2,2,4,224,Big Spenders,1
13524.0,2011-10-30 12:34:00,5,680.1800000000001,40,2,2,2,222,Others,1
13525.0,2011-11-25 12:01:00,2,628.78,14,1,1,2,112,Others,1
13526.0,2009-12-01 13:13:00,2,1182.0,737,4,1,3,413,Recent Customers,0
13527.0,2011-11-06 12:04:00,12,4683.74,33,2,3,4,234,Big Spenders,1
13529.0,2011-09-22 09:15:00,2,307.76,78,2,1,1,211,Others,1
13530.0,2010-03-15 14:10:00,1,402.97999999999996,633,4,1,2,412,Recent Customers,0
13531.0,2011-05-18 16:56:00,6,1738.52,204,3,2,3,323,Others,1
13532.0,2011-11-06 12:25:00,1,210.31,33,2,1,1,211,Others,1
13533.0,2011-06-10 11:54:00,3,270.79,182,3,1,1,311,Others,1
13534.0,2011-12-07 14:52:00,35,7720.9,1,1,3,4,134,Big Spenders,1
13535.0,2010-11-02 11:49:00,1,89.5,402,4,1,1,411,Recent Customers,0
13536.0,2011-12-08 16:38:00,7,3448.29,0,1,2,4,124,Big Spenders,1
13537.0,2010-10-10 12:45:00,2,717.85,425,4,1,2,412,Recent Customers,0
13538.0,2011-10-27 16:34:00,12,3112.73,42,2,3,4,234,Big Spenders,1
13539.0,2011-09-15 10:18:00,7,1569.3600000000001,85,2,2,3,223,Others,1
13540.0,2010-08-29 14:20:00,3,632.39,466,4,1,2,412,Recent Customers,0
13541.0,2010-10-08 16:37:00,2,785.25,426,4,1,2,412,Recent Customers,0
13542.0,2010-11-28 11:24:00,17,4006.17,376,3,3,4,334,Big Spenders,0
13543.0,2010-03-15 13:34:00,2,1439.61,633,4,1,3,413,Recent Customers,0
13544.0,2011-10-31 11:57:00,6,829.0,39,2,2,2,222,Others,1
13545.0,2010-11-14 11:27:00,2,374.64,390,4,1,2,412,Recent Customers,0
13546.0,2011-11-27 14:50:00,5,1092.14,11,1,2,3,123,Others,1
13547.0,2010-10-27 14:14:00,1,175.53,407,4,1,1,411,Recent Customers,0
13548.0,2011-09-04 14:50:00,3,908.99,95,2,1,3,213,Others,1
13549.0,2011-11-14 09:20:00,8,1005.8,25,1,3,3,133,Others,1
13550.0,2010-11-21 15:24:00,1,349.51,382,4,1,2,412,Recent Customers,0
